id,miR1,miR2,miR3,miR4,miR5,miR6,miR7,miR8,miR9,miR10,miR11,miR12,miR13,miR14,miR15,miR16,miR17,miR18,miR19,miR20,miR21,miR22,miR23,miR24,miR25,miR26,miR27,miR28,miR29,miR30,miR31,miR32,miR33,miR34,miR35,miR36,miR37,miR38,miR39,miR40,miR41,miR42,miR43,miR44,miR45,miR46,miR47,miR48,miR49,miR50,miR51,miR52,miR53,miR54,miR55,miR56,miR57,miR58,miR59,miR60,miR61,miR62,miR63,miR64,miR65,miR66,miR67,miR68,miR69,miR70,miR71,miR72,miR73,miR74,miR75,miR76,miR77,miR78,miR79,miR80,miR81,miR82,miR83,miR84,miR85,miR86,miR87,miR88,miR89,miR90,miR91,miR92,miR93,miR94,miR95,miR96,miR97,miR98,miR99,miR100,miR101,miR102,miR103,miR104,miR105,miR106,miR107,miR108,miR109,miR110,miR111,miR112,miR113,miR114,miR115,miR116,miR117,miR118,miR119,miR120,miR121,miR122,miR123,miR124,miR125,miR126,miR127,miR128,miR129,miR130,miR131,miR132,miR133,miR134,miR135,miR136,miR137,miR138,miR139,miR140,miR141,miR142,miR143,miR144,miR145,miR146,miR147,miR148,miR149,miR150,miR151,miR152,miR153,miR154,miR155,miR156,miR157,miR158,miR159,miR160,miR161,miR162,miR163,miR164,miR165,miR166,miR167,miR168,miR169,miR170,miR171,miR172,miR173,miR174,miR175,miR176,miR177,miR178,miR179,miR180,miR181,miR182,miR183,miR184,miR185,miR186,miR187,miR188,miR189,miR190,miR191,miR192,miR193,miR194,miR195,miR196,miR197,miR198,miR199,miR200,miR201,miR202,miR203,miR204,miR205,miR206,miR207,miR208,miR209,miR210,miR211,miR212,miR213,miR214,miR215,miR216,miR217,miR218,miR219,miR220,miR221,miR222,miR223,miR224,miR225,miR226,miR227,miR228,miR229,miR230,miR231,miR232,miR233,miR234,miR235,miR236,miR237,miR238,miR239,miR240,miR241,miR242,miR243,miR244,miR245,miR246,miR247,miR248,miR249,miR250,miR251,miR252,miR253,miR254,miR255,miR256,miR257,miR258,miR259,miR260,miR261,miR262,miR263,miR264,miR265,miR266,miR267,miR268,miR269,miR270,miR271,miR272,miR273,miR274,miR275,miR276,miR277,miR278,miR279,miR280,miR281,miR282,miR283,miR284,miR285,miR286,miR287,miR288,Class
S26,87.07977959,90039.52454,42.57233669,2439.201382,108.3659479,0,0,0.967553107,0,0,0,0,0,0,0,0,0,7.740424853,0,0,0,0,0,0,0,0,0,0,0,0.967553107,0,0,1.935106213,0,0,0,0,0,0,0,0,0,0.967553107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.935106213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967553107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967553107,0,0,78.37180163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967553107,2.90265932,219.6345552,0,4.837765533,0,0,37.73457116,1.935106213,0,0,0,0,0,76.43669542,0.967553107,0,0,0.967553107,162.5489219,0,0.967553107,3.870212426,4.837765533,0,43.5398898,0,0,0,0,2.90265932,0,0,1.935106213,0,0,0,0,0.967553107,0,0,0,0,0,8.707977959,29.0265932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.935106213,13.54574349,21.28616834,173.1920061,19.35106213,0,0,0,0,0.967553107,16.44840281,0.967553107,0,0,0,0,0,36.76701805,0,0,0,0,0,0,0,0,0,0,0,0,0,9.675531066,0,58386.99222,151.9058377,0,0.967553107,19.35106213,0,0,1007.222784,0,0,0,0,0,0,0,2.90265932,13618.30997,0.967553107,5.805318639,2.90265932,0.967553107,0,14.5132966,0,104.4957355,0,8.707977959,4.837765533,1789.005694,0,148.0356253,4.837765533,4346.248555,1
S27,55.66911669,78199.45201,17.39659896,2774.757535,88.72265472,0,0,1.739659896,0,0,0,0,0,0,0,0,0,6.958639586,0,0,0,0,0,0,0,0,0,0,0,3.479319793,0,0,1.739659896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739659896,0,0,0,0,1.739659896,0,0,0,0,1.739659896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.218979689,1.739659896,0,0,0,0,1.739659896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.57421824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.8249032,0,0,0,0,20.87591876,0,0,0,0,0,1.739659896,107.8589136,1.739659896,0,0,5.218979689,120.0365329,0,0,0,19.13625886,0,41.75183752,0,0,0,0,3.479319793,0,0,13.91727917,0,0,0,0,0,0,0,0,1.739659896,0,0,12.17761928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.218979689,34.79319793,27.83455834,6.958639586,0,0,1.739659896,0,0,40.01217762,0,0,0,0,0,0,24.35523855,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739659896,0,62452.05062,233.1144261,0,0,8.698299482,0,0,1064.671857,0,0,0,0,0,1.739659896,0,3.479319793,5314.660984,0,5.218979689,0,0,0,1.739659896,0,41.75183752,0,13.91727917,1.739659896,2167.616231,0,3.479319793,5.218979689,904.6231462,1
S28,67.45644675,65604.09272,35.07735231,2087.102462,94.43902544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.349128935,0,0,0,1.349128935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.349128935,0,0,0,0,0,0,1.349128935,0,0,0,0,0,0,0,0,0,0,1.349128935,0,1.349128935,0,0,0,0,0,0,1.349128935,2.69825787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.71080207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39651574,132.2146356,0,4.047386805,0,0,40.47386805,1.349128935,0,0,0,0,0,76.90034929,0,0,0,4.047386805,237.4466925,0,0,2.69825787,12.14216041,0,47.21951272,0,0,0,1.349128935,0,0,1.349128935,6.745644675,0,0,0,1.349128935,0,0,0,0,0,0,0,13.49128935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69825787,9.443902544,87.69338077,9.443902544,0,0,0,0,0,18.88780509,0,0,0,0,0,0,90.39163864,0,0,0,0,0,0,0,0,0,0,0,0,0,4.047386805,0,63916.33242,140.3094092,0,0,9.443902544,0,1.349128935,1614.907335,0,0,0,0,0,0,0,2.69825787,7993.588939,1.349128935,5.39651574,1.349128935,1.349128935,0,9.443902544,0,121.4216041,0,8.094773609,10.79303148,1927.905248,0,47.21951272,4.047386805,1233.103847,1
S29,39.67343587,94912.65807,25.01151392,2690.031446,145.7567535,0,0,0,0,1.724931995,0,0,0,0,0,0,0,3.449863989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862465997,0,0,0,0,0,0,0,0,0.862465997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862465997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862465997,19.83671794,12.07452396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.37261981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.724931995,0.862465997,301.0006331,0,1.724931995,0.862465997,0,38.81096988,2.587397992,0,0,0,1.724931995,0,64.6849498,0.862465997,0,0,2.587397992,138.8570256,0,0,6.037261981,5.174795984,0,52.61042583,0,0,0,0,0,0,0.862465997,0.862465997,0,0,0,0,1.724931995,0,0,0,0.862465997,0,2.587397992,23.28658193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48712597,61.23508581,71.58467777,6.899727978,0,0,0,0,0.862465997,18.97425194,0,0,0,0,0,0,50.02302784,0,0,0,0,0,0,0,0,0,0,0,0,0,4.312329986,0,60797.81555,224.2411593,0,0,2.587397992,0,0,908.1766951,0,0,0,0,0,0,2.587397992,0.862465997,3566.296899,0,1.724931995,0,3.449863989,0,18.97425194,0,139.7194916,0,1.724931995,3.449863989,2338.145319,0,31.0487759,3.449863989,1026.334537,1
S30,41.54435474,116990.7913,13.21865833,2067.775838,180.8123621,0,0,0,0.94418988,0,0,0,0,0,0,0,0,9.441898804,0,0,0,0,0,0,0,0,0,0,0,1.416284821,0,0,1.416284821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47209494,0,0,0,0,0,0,0,0,0,0,0,2.360474701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47209494,0,0,0,0.47209494,0,0,0,0,0,0,0,0,5.193044342,1.888379761,0,0,0,0,0,0,0,0,0,0.47209494,0,0,0,0,0,0,0,0,0,39.65597498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.888379761,361.6247242,0,6.137234222,0,0,102.916697,2.360474701,0,0.47209494,0,2.832569641,0,70.34214609,2.360474701,0,0,1.888379761,178.9239823,0,0.94418988,0.94418988,11.8023735,0.47209494,35.40712051,0,0,0,0,2.360474701,0,0.94418988,3.304664581,0.94418988,0.47209494,0,0,0.47209494,0,0.47209494,0,6.137234222,0,1.888379761,10.85818362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94418988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.63494315,71.75843091,25.96522171,6.609329163,0,0,0.47209494,0,0,39.65597498,0,0.47209494,0,0,0,0,80.25613983,0,0,0,0,0,0,0,0,0,0,0,0,0,6.609329163,0,42648.5848,231.3265207,0,0,5.665139282,0,0,1295.428516,0,0.47209494,0,0,0,0,4.248854462,2.360474701,2266.055713,0,15.57913303,0.94418988,1.416284821,0,3.304664581,0,134.547058,0,0.47209494,7.553519043,3673.842824,0.94418988,40.60016486,4.248854462,441.4087691,1
S31,56.92670249,97617.6175,20.43522654,2016.518961,135.7482906,0,0,0,0,0,0,0,0,0,0,0.729829519,0,2.919318076,0,0,0,0,0,0,0,0,0.729829519,0,0,1.459659038,0,0,1.459659038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729829519,0.729829519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729829519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.78977115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.919318076,301.4195914,0,2.919318076,0,0,62.03550913,2.189488557,0,0,0,0,0,81.74090614,1.459659038,0,0,2.189488557,159.8326647,0,0.729829519,8.757954229,2.189488557,0.729829519,36.49147596,0,0,0,0.729829519,0,0,1.459659038,1.459659038,0,0,0,0,0.729829519,0.729829519,0,0,0,0,1.459659038,14.59659038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.13693134,60.57585009,86.11988326,8.757954229,0,0,0,0,0.729829519,25.54403317,0,0,0,0,0,0,97.79715556,0,0,0,0,0,0,0,0,0,0,0,0,0,5.108806634,0,46081.43584,152.5343695,0,0,10.21761327,0,0,1064.821268,0,0.729829519,0,0,0,0.729829519,4.378977115,0,4466.556657,0.729829519,10.94744279,0,2.919318076,0,9.487783749,0,65.68465672,0,2.189488557,9.487783749,2589.435134,0,37.95113499,8.757954229,2645.632007,1
S32,44.22970053,125300.6015,11.41411627,2040.986665,164.7913036,0,0,0,0,0,0,0,0,0,0,0,0,8.560587199,0,0,0,0,0,0,0,0,0,0,0,0.713382267,0,0,1.426764533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713382267,0,0,0,0,0,0,0,0,0,0,0,0,0,1.426764533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.853529066,1.426764533,0,0,0,0,0.713382267,0,0,0,0,0,0,0,0,0,0,0,0,0.713382267,0,31.38881973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.3096536,0,2.853529066,0.713382267,0,115.5679272,2.853529066,0,0,0,7.133822666,0,70.62484439,2.1401468,0,0,4.2802936,176.9188021,0,0,11.41411627,7.847204933,0,38.5226424,0,0,0,0,1.426764533,0,0.713382267,4.993675866,0,0,0,0,0.713382267,0,0.713382267,0,0,0,2.1401468,5.707058133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1401468,16.40779213,34.2423488,5.707058133,0,0,0,0.713382267,0,18.54793893,0,0,0,0,0,0,119.1348385,0,0,0,0.713382267,0,0,0,0,0,0,0,0,0,7.847204933,0,35753.29244,156.2307164,0.713382267,0,4.2802936,0,0,1117.870012,0,0,0,0,0.713382267,1.426764533,0,2.1401468,4508.575925,0.713382267,5.707058133,0.713382267,2.853529066,0,19.2613212,2.1401468,370.2453964,0,0,7.847204933,2949.835672,2.1401468,24.96837933,7.133822666,2083.076218,1
S33,75.18605517,49877.45886,19.40285295,1794.763898,130.9692574,0,0,0,0,1.212678309,0,0,0,0,0,0,0,4.850713237,0,0,0,0,0,0,0,0,0,0,0,1.212678309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212678309,0,0,3.638034928,3.638034928,0,0,0,0,0,0,0,0,0,1.212678309,0,0,0,0,0,0,0,0,0,48.50713237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212678309,2.425356618,350.4640314,0,0,0,0,54.57052391,2.425356618,0,0,0,0,0,81.24944672,1.212678309,0,0,3.638034928,389.2697372,0,0,8.488748164,12.12678309,0,46.08177575,0,0,0,0,0,0,0,4.850713237,0,0,0,0,0,0,1.212678309,0,1.212678309,0,0,10.91410478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.063391546,47.29445406,81.24944672,14.55213971,0,0,0,0,0,24.25356618,0,0,0,0,0,0,43.65641913,0,0,0,1.212678309,0,0,0,0,0,0,0,0,0,8.488748164,0,64298.62931,116.4171177,0,0,3.638034928,0,0,1467.340754,0,2.425356618,0,0,1.212678309,2.425356618,0,2.425356618,4687.001665,0,8.488748164,1.212678309,6.063391546,0,8.488748164,1.212678309,254.6624449,0,0,12.12678309,1377.602559,2.425356618,59.42123715,19.40285295,1358.199706,1
S34,45.27848325,90137.11148,30.87169313,2300.970194,92.61507938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058112875,0,0,2.058112875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.22037038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058112875,351.9373016,0,4.11622575,0,0,55.56904763,4.11622575,0,0,0,8.232451501,0,65.859612,0,0,0,6.174338625,253.1478836,0,0,4.11622575,10.29056438,0,53.51093475,0,0,0,0,0,0,0,6.174338625,0,0,0,2.058112875,0,0,0,0,2.058112875,0,0,12.34867725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.464903,125.5448854,61.74338625,12.34867725,0,0,0,0,0,26.75546738,0,0,0,0,0,0,39.10414463,0,0,0,2.058112875,0,0,0,0,0,0,0,0,0,8.232451501,0,81091.70539,286.0776896,0,0,10.29056438,0,0,1055.811905,0,2.058112875,0,0,0,2.058112875,6.174338625,2.058112875,4466.104939,0,4.11622575,0,0,0,8.232451501,2.058112875,148.184127,0,0,4.11622575,1922.277425,0,24.6973545,2.058112875,852.0587303,1
S35,83.50012893,95637.93689,22.10297531,2396.944878,175.186545,0,0,0,0,0,0,0,0,0,0,0,0,3.27451486,0,0,0,0,0,0,0,0,0,0,0,0.818628715,0,0,0.818628715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818628715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818628715,0,0,0,0,0,0.818628715,0,0,0,0,0,0,0,0,0,0,0.818628715,0.818628715,0,0,0,0,0,0,0,0,0,0,0,33.56377732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818628715,336.4564019,0,3.27451486,1.63725743,0,31.10789117,2.455886145,0,0,0,1.63725743,0,87.59327251,0,0,0,1.63725743,157.995342,0,0,3.27451486,9.004915865,0,47.48046547,0,0,0,0,0,0,0.818628715,9.004915865,0,0,0.818628715,0,0.818628715,1.63725743,0,0,2.455886145,0,5.730401005,25.37749017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54902972,43.3873219,67.12755463,8.18628715,0,0,0.818628715,0,0,4.91177229,0,0.818628715,0,0,0,0,37.65692089,0,0,0,0.818628715,0,0,0,0,0,0,0,0,0,4.093143575,0,49359.21837,153.0835697,0,0,18.82846045,0,0,1477.624831,0,0,0,0,0,0.818628715,4.91177229,3.27451486,7547.756753,0.818628715,19.64708916,0,3.27451486,0,4.91177229,0,76.1324705,0,14.73531687,7.367658435,2916.774112,0,130.1619657,7.367658435,8050.394784,1
S36,48.94733854,118613.1065,24.47366927,2551.135285,131.1788673,0,0,0,0,0,0,0,0,0,0,0,0,7.831574166,0,0,0,0,0,0,0,0,0,0,0,0.978946771,0,0,0,0,0,0,0,0,0.978946771,0,0,0,0,0,0,0,0,0,0,0,0,0.978946771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978946771,0,0,0,0,0,0,0,0,0,0,0,1.957893541,0,0,0,0,0,0,4.894733854,5.873680624,0,0,0,0,0,0,0,0,0,0.978946771,0,0,0,0,0,0,0,0,0,34.26313698,0,0,0.978946771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.936840312,251.5893201,0,6.852627395,0,0,29.36840312,2.936840312,0,0,0,0,0,75.37890135,0.978946771,0,0,2.936840312,196.7683009,0,0,5.873680624,12.72630802,0,15.66314833,0,0,0,0,1.957893541,0,0,5.873680624,0.978946771,0,0,0,0,0,0,0,1.957893541,0,2.936840312,16.6420951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74736125,51.88417885,98.87362385,7.831574166,0,0,0.978946771,0,0,12.72630802,0,0,0,0,0,0,95.93678353,0,0,0,0,0,0,0,0,0,0,0,0,0,4.894733854,0,39068.78667,166.420951,0.978946771,0,14.68420156,0,0.978946771,883.988934,0,0,0,0,0,0,5.873680624,2.936840312,5496.786118,0,11.74736125,0,2.936840312,0,3.915787083,1.957893541,96.9157303,0,17.62104187,0.978946771,2375.903813,0,67.54732718,7.831574166,6497.269717,1
S37,85.82992357,104349.9493,31.07635164,2338.125504,119.8659277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.479826268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.479826268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.87895761,4.439478805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.11235581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.479826268,254.5301182,0,0,0,0,62.15270327,2.959652537,0,0,0,5.919305074,0,44.39478805,4.439478805,0,0,1.479826268,186.4581098,0,0,4.439478805,19.23774149,0,82.87027103,0,0,0,0,0,0,1.479826268,1.479826268,0,0,0,1.479826268,0,0,0,0,0,0,2.959652537,14.79826268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.87895761,8.87895761,102.1080125,11.83861015,0,0,0,0,1.479826268,8.87895761,0,0,0,0,0,0,8.87895761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51201.98889,180.5388047,0,0,16.27808895,0,0,1047.716998,0,0,0,0,0,0,4.439478805,1.479826268,5667.734608,0,13.31843642,0,0,0,5.919305074,0,66.59218208,0,0,5.919305074,2324.807068,0,14.79826268,1.479826268,725.1148715,1
S38,50.26353692,99914.37866,39.86418446,2535.708777,112.6596517,0,0,0,0,0,0,0,0,0,0,0,0,10.39935247,0,0,0.866612706,1.733225411,0,0,0,0,0,0,0,0.866612706,0,0,0.866612706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866612706,0,0,0,0,0,0,0,0,0,0,0.866612706,0,0,0,0,0,0.866612706,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733225411,0,0,0,0,0,0,0.866612706,6.066288939,0,0,0,0,0,0,0.866612706,0,0,0,0,0,0,0.866612706,0,0.866612706,0.866612706,0.866612706,0,32.06467011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.199676233,437.6394163,0,6.066288939,0.866612706,0,18.19886682,0.866612706,0,0,0,6.932901645,0,154.2570616,1.733225411,0,0,2.599838117,233.1188178,0,0,1.733225411,9.532739761,0,43.33063528,0,0,0,0.866612706,0,0,1.733225411,12.99919058,0,0,0,0.866612706,1.733225411,0.866612706,0,0,0,0,3.466450822,34.66450822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866612706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866612706,18.19886682,44.19724798,52.86337504,8.666127056,0,0,1.733225411,1.733225411,0,19.93209223,0,0,0,0,0,0,36.39773363,0,0,0,0,0,0,0,0,0,0,0,0,0,3.466450822,0,49877.02766,255.6507481,1.733225411,0,15.5990287,0,1.733225411,1659.563331,0,0,0,0,0.866612706,0,2.599838117,2.599838117,4207.404686,0,4.333063528,0.866612706,1.733225411,0,0.866612706,0,111.793039,0,1.733225411,18.19886682,2391.851067,0.866612706,3.466450822,1.733225411,510.4348836,1
S39,73.41129325,84095.87515,23.75071252,1921.648559,128.4697632,0,0,0,0,0,0,0,0,0,1.079577842,0,0,4.318311368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079577842,0,0,0,0,0,0,0,0,4.318311368,1.079577842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079577842,0,1.079577842,56.13804778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.159155684,348.7036429,0,7.557044893,0,0,84.20707167,2.159155684,0,0,0,2.159155684,0,86.36622735,3.238733526,0,0,0,90.68453872,0,0,1.079577842,9.716200577,0,41.02395799,0,0,0,0,0,0,0,5.397889209,0,0,0,0,0,1.079577842,0,0,2.159155684,0,4.318311368,18.35282331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.397889209,16.19366763,77.72960462,9.716200577,0,0,0,1.079577842,0,7.557044893,0,0,0,0,0,0,231.0296582,0,0,0,0,0,0,0,0,0,0,0,0,0,5.397889209,0,58834.83323,157.6183649,0,0,17.27324547,0,0,1099.010243,0,0,0,0,0,0,0,2.159155684,5014.639076,1.079577842,10.79577842,0,1.079577842,0,4.318311368,0,84.20707167,0,0,4.318311368,2274.670513,1.079577842,22.67113468,4.318311368,1625.84423,1
S40,25.01862994,4552.199286,57.18543987,665.9721018,41.10203491,0,0,0,0,0,0,0,0,0,0,0,4.765453323,0,0,0,0,0,1.191363331,0,0,0,0.595681665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595681665,0,0,0,0,0,0,0,0,0,0,0,0,0.595681665,0,0,0,0.595681665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.956816653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595681665,265.6740227,0,2.978408327,0,0,0,1.787044996,0,0,0,0,0,2.978408327,0,0,0,1.191363331,85.18247814,0,0,1.191363331,1.787044996,0,23.23158495,0,0,0,0,0,0,0,2.978408327,0.595681665,0,0,0,0,0,0,0,0,0,0,1.787044996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.361134988,10.12658831,10.12658831,0.595681665,0,0,0,0,0.595681665,48.25021489,0,11.31795164,0.595681665,0,0,0,10.12658831,0,0,0,0,0,0,0,0,0,0,0,0,0,2.978408327,0,218351.2842,820.2536532,0,0,27.99703827,0,0,838.1241031,0,0.595681665,0,0,0.595681665,0,0,0.595681665,890.5440897,0,15.4877233,0,0,0,1.787044996,0,0,0,1.191363331,17.27476829,50.63294155,0,38.71930825,4.765453323,446.761249,0
